"","X","participant","num","gender","loudness","partner","partner_num","partner_gender","partner_loudness","partner_diff","nonpartner_diff","outlier","normdiff"
"609",609,"2394A",1145,"MALE",2.681490644,"2394B",1024,"MALE",1.530360632,1.151130012,0.516860255,"no",2.22715908384172
"610",610,"2394B",1024,"MALE",1.530360632,"2394A",1145,"MALE",2.681490644,1.151130012,0.634269745,"low",1.81489030664706
"611",611,"2395A",1055,"FEMALE",1.745279308,"2395B",1162,"MALE",1.734686657,0.010592651,0.40200539,"no",0.0263495248160727
"612",612,"2395B",1162,"MALE",1.734686657,"2395A",1055,"FEMALE",1.745279308,0.010592651,0.560109044,"no",0.0189117656882541
"613",613,"2396A",1138,"FEMALE",2.981673682,"2396B",1178,"FEMALE",2.082424315,0.899249366,0.704566153,"high",1.27631644263786
"614",614,"2396B",1178,"FEMALE",2.082424315,"2396A",1138,"FEMALE",2.981673682,0.899249366,0.194683247,"no",4.61903825756512
"615",615,"2397A",1093,"FEMALE",2.996467017,"2397B",1014,"FEMALE",2.869176357,0.12729066,0.715651226,"high",0.177866892943742
"616",616,"2397B",1014,"FEMALE",2.869176357,"2397A",1093,"FEMALE",2.996467017,0.12729066,0.588360626,"no",0.216348025980923
"617",617,"2398A",1139,"MALE",2.025404252,"2398B",1219,"MALE",2.1008699,0.075465648,0.122271876,"no",0.617195470199541
"618",618,"2398B",1219,"MALE",2.1008699,"2398A",1139,"MALE",2.025404252,0.075465648,0.046806276,"no",1.61229763290718
"619",619,"2399A",1047,"MALE",1.632397727,"2399B",1101,"MALE",2.010337104,0.377939377,0.521154577,"no",0.725196311573409
"620",620,"2399B",1101,"MALE",2.010337104,"2399A",1047,"MALE",1.632397727,0.377939377,0.143215177,"no",2.63896177009229
"621",621,"2401A",1103,"MALE",2.056673896,"2401B",1175,"FEMALE",1.80690744,0.249766457,0.23622125,"no",1.05734118755192
"622",622,"2401B",1175,"FEMALE",1.80690744,"2401A",1103,"MALE",2.056673896,0.249766457,0.339504781,"no",0.73567876206138
"623",623,"2402A",1180,"FEMALE",1.883200108,"2402B",1090,"MALE",2.105432676,0.222232568,0.264105816,"no",0.841452760737386
"624",624,"2402B",1090,"MALE",2.105432676,"2402A",1180,"FEMALE",1.883200108,0.222232568,0.199200997,"no",1.11561975766617
"625",625,"2403A",1031,"FEMALE",1.827593456,"2403B",1208,"FEMALE",1.986945945,0.159352489,0.470927907,"no",0.338379795784751
"626",626,"2403B",1208,"FEMALE",1.986945945,"2403A",1031,"FEMALE",1.827593456,0.159352489,0.311575507,"no",0.511441000399303
"627",627,"2404A",1075,"FEMALE",2.104978539,"2404B",1148,"FEMALE",2.875706252,0.770727713,0.167729507,"no",4.59506336592285
"628",628,"2404B",1148,"FEMALE",2.875706252,"2404A",1075,"FEMALE",2.104978539,0.770727713,0.602998293,"no",1.27815902954803
"629",629,"2405A",1096,"FEMALE",1.805681869,"2405B",1176,"FEMALE",2.902509066,1.096827197,0.462070517,"no",2.37372253075389
"630",630,"2405B",1176,"FEMALE",2.902509066,"2405A",1096,"FEMALE",1.805681869,1.096827197,0.634756683,"no",1.72794903366145
"631",631,"2406A",1103,"MALE",2.08966773,"2406B",1092,"MALE",1.826209441,0.263458289,0.05871908,"no",4.48675777958374
"632",632,"2406B",1092,"MALE",1.826209441,"2406A",1103,"MALE",2.08966773,0.263458289,0.32217738,"no",0.817742974382621
"633",633,"2407A",1149,"FEMALE",3.126455797,"2407B",1016,"FEMALE",1.593075344,1.533380453,0.841756159,"vhigh",1.82164447103261
"634",634,"2407B",1016,"FEMALE",1.593075344,"2407A",1149,"FEMALE",3.126455797,1.533380453,0.691624341,"low",2.21707126557016
"635",635,"2408A",1133,"MALE",1.887016285,"2408B",1151,"MALE",1.434312,0.452704285,0.27643857,"no",1.63763068590609
"636",636,"2408B",1151,"MALE",1.434312,"2408A",1133,"MALE",1.887016285,0.452704285,0.72914287,"vlow",0.620871853276162
"637",637,"2409A",1106,"FEMALE",1.891620713,"2409B",1147,"MALE",1.537392333,0.35422838,0.253714413,"no",1.39616971622341
"638",638,"2409B",1147,"MALE",1.537392333,"2409A",1106,"FEMALE",1.891620713,0.35422838,0.756935879,"low",0.467976733337012
"639",639,"2410A",1083,"FEMALE",2.392935554,"2410B",1126,"FEMALE",2.958143924,0.565208369,0.118013347,"no",4.78935970691519
"640",640,"2410B",1126,"FEMALE",2.958143924,"2410A",1083,"FEMALE",2.392935554,0.565208369,0.683221647,"high",0.827269410273823
"641",641,"2411A",1063,"MALE",1.428584174,"2411B",1033,"FEMALE",1.998250868,0.569666695,0.852190865,"vlow",0.66847313013617
"642",642,"2411B",1033,"FEMALE",1.998250868,"2411A",1063,"MALE",1.428584174,0.569666695,0.1617771,"no",3.52130613665346
"643",643,"2413A",1022,"FEMALE",2.18516075,"2413B",1039,"MALE",2.804069872,0.618909122,0.070468223,"no",8.7828115376203
"644",644,"2413B",1039,"MALE",2.804069872,"2413A",1022,"FEMALE",2.18516075,0.618909122,0.510495886,"no",1.21236848126138
"645",645,"2415A",1060,"FEMALE",2.923499213,"2415B",1209,"MALE",3.0960201,0.172520887,0.783541431,"no",0.22018093769441
"646",646,"2415B",1209,"MALE",3.0960201,"2415A",1060,"FEMALE",2.923499213,0.172520887,0.818434012,"vhigh",0.210793887436829
